0, 0.005749488
1, 0.011324547
2, 0.016904427
3, 0.022625061
4, 0.028212449
5, 0.033700929
6, 0.039261114
7, 0.044820433
8, 0.050593994
9, 0.056251158
10, 0.061822204
11, 0.067337153
12, 0.073094318
13, 0.078749437
14, 0.084548910
15, 0.090196157
16, 0.095833586
17, 0.101445736
18, 0.106987447
19, 0.112515654
20, 0.118018924
21, 0.123538951
22, 0.129078512
23, 0.134578074
24, 0.140108891
25, 0.145605173
26, 0.151164680
27, 0.156668890
28, 0.162066127
29, 0.167470577
30, 0.172992259
31, 0.178601476
32, 0.184151551
33, 0.189729676
34, 0.195276651
35, 0.200943220
36, 0.206582924
37, 0.212243162
38, 0.217787194
39, 0.223356535
40, 0.229087892
41, 0.234615280
42, 0.240086934
43, 0.245757784
44, 0.251437337
45, 0.256993639
46, 0.262548850
47, 0.268063025
48, 0.273596915
49, 0.279192987
50, 0.284782892
51, 0.290278925
52, 0.295785021
53, 0.301216906
54, 0.306802437
55, 0.314905995
56, 0.321726554
57, 0.328351404
58, 0.334982036
59, 0.341815059
60, 0.348117615
61, 0.355080851
62, 0.361991949
63, 0.367830394
64, 0.373682120
65, 0.381682769
66, 0.388818818
67, 0.395755776
68, 0.402256611
69, 0.408799600
70, 0.415321012
71, 0.421518642
72, 0.427943700
73, 0.434143183
74, 0.440134781
75, 0.445824777
76, 0.451392532
77, 0.457015314
78, 0.462554795
79, 0.468184652
80, 0.473819528
81, 0.479401272
82, 0.484970761
83, 0.490529537
84, 0.496168768
85, 0.501703275
86, 0.507316615
87, 0.512918322
88, 0.518515850
89, 0.524126897
90, 0.529719980
91, 0.535188080
92, 0.540955850
93, 0.546645726
94, 0.552243639
95, 0.557893361
96, 0.563392833
97, 0.569127829
98, 0.574597841
99, 0.580237435
100, 0.585884795
101, 0.591539308
102, 0.597328428
103, 0.603010297
104, 0.608537247
105, 0.614129665
106, 0.619725669
107, 0.625250967
108, 0.630889243
109, 0.636430836
110, 0.642042081
111, 0.647556239
112, 0.653163900
113, 0.658736235
114, 0.664272189
115, 0.669950140
116, 0.675529005
117, 0.681149457
118, 0.686615915
119, 0.692259700
120, 0.697842372
121, 0.703343099
122, 0.708978702
123, 0.714533251
124, 0.719990406
125, 0.725570561
126, 0.731045684
127, 0.736585229
128, 0.742317531
129, 0.747944437
130, 0.753645218
131, 0.759093012
132, 0.764540010
133, 0.769972913
134, 0.775474008
135, 0.781140114
136, 0.789311923
137, 0.795877980
138, 0.802056381
139, 0.808652123
140, 0.815159701
141, 0.820799507
142, 0.826284072
143, 0.833387563
144, 0.840288802
145, 0.846521360
146, 0.852760106
147, 0.859068261
148, 0.865261710
149, 0.871008008
150, 0.877011143
151, 0.885157681
152, 0.890716744
153, 0.896377733
154, 0.901882304
155, 0.907414903
156, 0.913026764
157, 0.918872954
158, 0.924547038
159, 0.930354197
160, 0.935936535
161, 0.941494738
162, 0.947291492
163, 0.952903113
164, 0.958455853
165, 0.964152741
166, 0.969719176
167, 0.975316817
168, 0.981081969
169, 0.986769046
170, 0.992514018
171, 0.998326093
172, 1.1004041308
173, 1.1009923066
174, 1.1015628455
175, 1.1021362725
176, 1.1027087831
177, 1.1032650604
178, 1.1038189394
179, 1.1043833970
180, 1.1049393952
181, 1.1054975104
182, 1.1060666909
183, 1.1066203759
184, 1.1071789262
