0, 0.014807267
1, 0.029705602
2, 0.044395687
3, 0.058978974
4, 0.073518885
5, 0.087841200
6, 0.104840538
7, 0.119261874
8, 0.133621985
9, 0.147949152
10, 0.162321392
11, 0.176837219
12, 0.191217970
13, 0.206954383
14, 0.221369400
15, 0.235868945
16, 0.250343752
17, 0.264853720
18, 0.279183921
19, 0.293732828
20, 0.310686026
21, 0.325298653
22, 0.339758516
23, 0.354253188
24, 0.368693046
25, 0.383001701
26, 0.397455892
27, 0.413298247
28, 0.427552340
29, 0.441910964
30, 0.456244675
31, 0.470540669
