0, 0.067717681
1, 0.130348800
2, 0.192076768
3, 0.257055188
4, 0.319639941
5, 0.375185067
6, 0.441465709
7, 0.505406290
8, 0.567567634
9, 0.623175858
10, 0.722386252
11, 0.784298390
12, 0.886483031
13, 0.956930239
14, 1.1015583387
15, 1.1076349064
16, 1.1143166955
17, 1.1203008359
18, 1.1278678661
19, 1.1376084565
20, 1.1438780790
21, 1.1511978390
22, 1.1573465081
23, 1.1661792606
24, 1.1724618370
25, 1.1787411265
26, 1.1848483318
27, 1.1909073553
28, 1.1984451273
29, 2.2049386986
30, 2.2111615425
31, 2.2168235169
