0, 0.233913200
1, 0.470377000
2, 0.740311400
3, 1.1068190900
4, 1.1342945200
5, 1.1668422200
6, 1.1958424800
7, 2.2247293000
8, 2.2509063300
9, 2.2758401700
10, 3.3001969800
11, 3.3260754000
12, 3.3546977200
13, 3.3820391400
14, 4.4086419800
15, 4.4359405000
16, 4.4608908300
17, 4.4860663200
18, 5.5106516100
19, 5.5351761300
20, 5.5606979500
21, 5.5846270000
22, 6.6079456200
23, 6.6314109700
24, 6.6552714100
25, 6.6807129100
26, 7.7057912300
27, 7.7306019300
28, 7.7544901900
29, 7.7785537400
30, 8.8030402500
31, 8.8286213500
32, 8.8530629100
33, 8.8763326300
34, 9.9003011600
35, 9.9239853100
36, 9.9475033900
37, 9.9708033000
38, 10.0026676100
39, 10.0265154400
40, 10.0489447400
41, 10.0712573200
42, 10.0944960200
43, 11.1176620300
44, 11.1402021200
45, 11.1625720900
46, 11.1852376200
47, 12.2078978200
48, 12.2319479800
49, 12.2548004200
50, 12.2772456800
51, 13.3073818200
52, 13.3344900800
53, 13.3590140300
54, 13.3821820500
55, 14.4049281700
56, 14.4280070900
57, 14.4502387000
58, 14.4724070400
59, 14.4963824900
60, 15.5193044300
61, 15.5420487500
62, 15.5643674200
63, 15.5865739100
